# u	v
16	19
16	19
16	21
16	21
16	22
16	23
16	23
16	23
16	23
16	24
16	25
16	25
16	25
16	25
16	25
16	26
16	26
16	26
16	26
16	26
16	28
16	28
16	29
16	29
16	30
16	30
16	30
16	32
16	33
16	34
16	34
16	35
16	35
16	36
16	36
16	36
16	36
16	37
16	38
16	39
16	39
16	39
16	41
16	42
16	43
16	43
16	43
16	44
16	45
16	46
16	46
16	46
16	46
16	47
16	49
16	51
16	51
16	52
16	53
16	53
16	53
16	54
16	55
16	59
16	59
16	60
16	60
16	61
16	62
16	63
16	63
16	63
16	63
16	63
16	63
16	63
16	63
16	63
16	63
16	68
16	70
16	71
16	71
16	72
16	72
16	72
16	73
16	73
16	73
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	78
16	79
16	79
16	82
16	82
16	82
16	83
16	83
16	87
16	87
16	87
16	88
16	90
16	93
16	93
16	93
16	93
16	93
16	93
16	93
16	93
16	93
16	93
16	93
16	93
16	94
16	94
16	95
16	96
16	97
16	97
16	100
16	102
16	102
16	104
16	104
16	104
16	104
16	105
16	105
16	106
16	109
16	109
16	109
16	109
16	109
16	109
16	109
16	109
16	109
16	109
16	112
16	112
16	112
16	112
16	112
16	112
16	112
16	112
16	112
16	112
16	112
17	1
17	4
17	8
17	11
17	12
17	12
17	12
17	13
17	13
17	13
17	13
17	13
17	14
17	14
17	14
17	16
17	17
17	17
17	17
17	17
17	17
17	18
17	18
17	18
17	19
17	19
17	20
17	20
17	20
17	21
17	21
17	21
17	21
17	21
17	21
17	21
17	22
17	22
17	22
17	22
17	22
17	23
17	24
17	24
17	24
17	24
17	25
17	26
17	26
17	26
17	26
17	26
17	26
17	27
17	27
17	27
17	27
17	28
17	28
17	29
17	30
17	30
17	31
17	32
17	32
17	32
17	32
17	32
17	32
17	32
17	32
17	33
17	34
17	34
17	34
17	35
17	36
17	36
17	36
17	36
17	37
17	38
17	38
17	39
17	40
17	40
17	40
17	41
17	42
17	42
17	45
17	45
17	45
17	45
17	45
17	46
17	46
17	48
17	49
17	49
17	49
17	49
17	51
17	53
17	53
17	53
17	54
17	54
17	54
17	54
17	54
17	59
17	59
17	59
17	60
17	61
17	61
17	62
17	62
17	62
17	62
17	63
17	63
17	63
17	64
17	66
17	66
17	70
17	71
17	71
17	71
17	72
17	73
17	73
17	75
17	76
17	76
17	77
17	77
17	77
17	78
17	78
17	79
17	83
17	83
17	83
17	85
17	86
17	87
17	90
17	90
17	91
17	91
17	92
17	92
17	92
17	92
17	92
17	93
17	97
17	97
17	98
17	99
17	102
17	105
17	106
17	108
17	110
17	111
18	6
18	7
18	7
18	7
18	7
18	8
18	8
18	9
18	12
18	12
18	14
18	14
18	14
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	18
18	18
18	18
18	18
18	18
18	19
18	19
18	20
18	21
18	21
18	22
18	24
18	24
18	25
18	25
18	25
18	26
18	26
18	26
18	27
18	28
18	28
18	28
18	29
18	29
18	29
18	29
18	30
18	31
18	32
18	32
18	32
18	33
18	33
18	33
18	33
18	34
18	34
18	34
18	34
18	35
18	36
18	36
18	36
18	36
18	37
18	39
18	39
18	40
18	40
18	40
18	43
18	44
18	44
18	44
18	44
18	45
18	46
18	46
18	49
18	49
18	49
18	49
18	49
18	50
18	51
18	51
18	53
18	53
18	53
18	53
18	53
18	53
18	53
18	53
18	53
18	53
18	53
18	53
18	54
18	54
18	54
18	55
18	55
18	56
18	56
18	56
18	56
18	56
18	56
18	57
18	57
18	57
18	59
18	61
18	61
18	62
18	62
18	62
18	63
18	63
18	64
18	64
18	64
18	64
18	64
18	64
18	65
18	65
18	65
18	65
18	66
18	67
18	67
18	67
18	69
18	69
18	70
18	70
18	72
18	72
18	73
18	73
18	74
18	74
18	75
18	76
18	77
18	78
18	79
18	80
18	81
18	81
18	82
18	83
18	83
18	84
18	85
18	85
18	85
18	85
18	85
18	85
18	85
18	85
18	85
18	85
18	87
18	87
18	87
18	88
18	88
18	88
18	88
18	88
18	93
18	94
18	94
18	94
18	94
18	95
18	95
18	98
18	98
18	98
18	98
18	98
18	98
18	99
18	99
18	99
18	99
18	99
18	106
18	108
18	110
18	110
18	110
18	110
18	111
18	111
18	111
18	111
18	111
18	111
18	111
18	111
18	111
19	1
19	1
19	1
19	1
19	3
19	3
19	3
19	5
19	6
19	6
19	6
19	7
19	8
19	8
19	8
19	8
19	9
19	10
19	11
19	12
19	12
19	12
19	12
19	14
19	15
19	15
19	16
19	16
19	18
19	19
19	19
19	19
19	19
19	19
19	19
19	23
19	23
19	24
19	24
19	24
19	24
19	25
19	26
19	26
19	26
19	26
19	26
19	28
19	29
19	29
19	29
19	30
19	31
19	32
19	33
19	33
19	38
19	39
19	39
19	39
19	41
19	41
19	42
19	44
19	46
19	50
19	50
19	50
19	51
19	52
19	53
19	54
19	54
19	54
19	55
19	55
19	56
19	58
19	59
19	59
19	62
19	65
19	65
19	66
19	66
19	68
19	69
19	70
19	70
19	70
19	70
19	72
19	73
19	73
19	74
19	78
19	78
19	79
19	82
19	82
19	82
19	82
19	82
19	82
19	83
19	83
19	86
19	87
19	87
19	88
19	104
19	107
19	107
19	112
20	3
20	3
20	3
20	5
20	6
20	8
20	9
20	10
20	12
20	13
20	13
20	14
20	15
20	15
20	17
20	17
20	18
20	18
20	18
20	20
20	20
20	20
20	20
20	20
20	20
20	20
20	20
20	20
20	21
20	22
20	22
20	22
20	25
20	26
20	26
20	27
20	28
20	28
20	28
20	29
20	30
20	30
20	30
20	30
20	30
20	31
20	31
20	31
20	31
20	32
20	32
20	32
20	32
20	32
20	34
20	35
20	36
20	36
20	36
20	36
20	37
20	38
20	38
20	39
20	39
20	40
20	40
20	40
20	40
20	40
20	40
20	40
20	41
20	41
20	41
20	41
20	42
20	43
20	45
20	45
20	46
20	49
20	50
20	50
20	51
20	51
20	53
20	53
20	53
20	53
20	53
20	54
20	54
20	54
20	55
20	55
20	55
20	56
20	59
20	61
20	63
20	63
20	63
20	64
20	64
20	65
20	65
20	65
20	67
20	69
20	69
20	69
20	72
20	72
20	74
20	74
20	74
20	75
20	75
20	75
20	75
20	77
20	77
20	78
20	78
20	78
20	79
20	79
20	79
20	81
20	81
20	84
20	85
20	85
20	86
20	86
20	86
20	86
20	88
20	89
20	89
20	90
20	92
20	94
20	94
20	94
20	95
20	96
20	98
20	99
20	102
20	102
20	102
20	102
20	102
20	102
20	104
20	105
20	105
20	107
20	109
20	110
20	111
20	111
20	112
21	1
21	1
21	2
21	7
21	7
21	8
21	8
21	8
21	9
21	13
21	14
21	14
21	16
21	17
21	17
21	17
21	17
21	17
21	18
21	18
21	18
21	18
21	20
21	21
21	21
21	21
21	21
21	21
21	21
21	21
21	21
21	22
21	23
21	23
21	25
21	26
21	27
21	27
21	28
21	29
21	29
21	29
21	30
21	30
21	31
21	31
21	31
21	31
21	32
21	32
21	32
21	32
21	32
21	32
21	33
21	33
21	33
21	33
21	34
21	34
21	36
21	36
21	36
21	38
21	39
21	39
21	39
21	39
21	41
21	41
21	43
21	44
21	46
21	48
21	49
21	49
21	49
21	50
21	50
21	51
21	51
21	52
21	53
21	53
21	53
21	53
21	54
21	54
21	56
21	58
21	59
21	59
21	60
21	61
21	61
21	62
21	63
21	63
21	63
21	63
21	63
21	65
21	67
21	67
21	67
21	67
21	67
21	69
21	69
21	69
21	69
21	71
21	71
21	71
21	71
21	72
21	72
21	72
21	73
21	73
21	74
21	74
21	74
21	75
21	75
21	75
21	76
21	76
21	77
21	77
21	77
21	79
21	80
21	80
21	81
21	82
21	82
21	82
21	82
21	83
21	84
21	84
21	84
21	85
21	85
21	85
21	85
21	86
21	86
21	87
21	88
21	90
21	92
21	92
21	94
21	94
21	96
21	97
21	97
21	97
21	98
21	98
21	98
21	98
21	98
21	100
21	100
21	101
21	104
21	104
21	106
21	107
21	107
21	107
21	108
21	109
21	110
21	111
21	111
22	1
22	2
22	12
22	14
22	14
22	14
22	16
22	17
22	17
22	17
22	17
22	18
22	19
22	20
22	20
22	20
22	21
22	22
22	22
22	22
22	22
22	22
22	22
22	22
22	22
22	22
22	23
22	24
22	25
22	26
22	26
22	27
22	28
22	28
22	29
22	31
22	31
22	32
22	33
22	36
22	36
22	36
22	37
22	37
22	39
22	39
22	39
22	40
22	40
22	44
22	44
22	45
22	45
22	46
22	50
22	54
22	55
22	56
22	57
22	57
22	57
22	57
22	62
22	65
22	66
22	66
22	67
22	69
22	69
22	69
22	69
22	72
22	75
22	75
22	75
22	75
22	77
22	77
22	77
22	77
22	77
22	77
22	78
22	81
22	81
22	81
22	81
22	83
22	85
22	85
22	85
22	86
22	86
22	87
22	94
22	98
22	98
22	98
22	99
22	102
22	108
22	110
22	110
22	111
23	1
23	2
23	4
23	5
23	5
23	6
23	8
23	9
23	9
23	9
23	10
23	12
23	13
23	14
23	14
23	17
23	19
23	19
23	21
23	21
23	23
23	23
23	23
23	23
23	23
23	23
23	23
23	23
23	23
23	23
23	23
23	24
23	24
23	24
23	25
23	27
23	28
23	28
23	29
23	30
23	31
23	31
23	31
23	32
23	33
23	33
23	34
23	36
23	36
23	37
23	37
23	38
23	41
23	41
23	42
23	42
23	42
23	44
23	44
23	44
23	45
23	45
23	45
23	45
23	45
23	46
23	46
23	46
23	47
23	48
23	48
23	49
23	49
23	49
23	49
23	50
23	50
23	53
23	53
23	53
23	54
23	54
23	55
23	55
23	55
23	55
23	56
23	58
23	59
23	60
23	61
23	61
23	62
23	64
23	66
23	67
23	67
23	67
23	67
23	67
23	68
23	69
23	70
23	70
23	71
23	71
23	71
23	72
23	73
23	73
23	74
23	74
23	74
23	75
23	75
23	75
23	75
23	78
23	78
23	78
23	79
23	82
23	82
23	82
23	83
23	85
23	86
23	86
23	86
23	86
23	86
23	86
23	86
23	86
23	90
23	90
23	93
23	93
23	94
23	97
23	97
23	97
23	98
23	99
23	99
23	99
23	102
23	102
23	102
23	102
23	104
23	105
23	107
23	107
23	107
23	107
23	107
23	107
23	107
23	107
23	107
23	110
23	110
23	110
23	111
24	8
24	20
24	22
24	22
24	22
24	22
24	25
24	27
24	28
24	30
24	30
24	31
24	34
24	34
24	35
24	36
24	36
24	37
24	37
24	39
24	40
24	40
24	41
24	41
24	42
24	42
24	44
24	47
24	49
24	51
24	54
24	54
24	54
24	57
24	59
24	59
24	61
24	62
24	64
24	65
24	66
24	66
24	67
24	67
24	73
24	73
24	74
24	77
24	78
24	78
24	82
24	82
24	83
24	85
24	87
24	88
24	88
24	91
24	93
24	94
24	95
24	95
24	98
24	98
24	105
24	112
25	4
25	7
25	10
25	12
25	13
25	13
25	16
25	16
25	18
25	18
25	20
25	20
25	20
25	22
25	22
25	25
25	25
25	25
25	26
25	26
25	27
25	28
25	28
25	29
25	30
25	31
25	31
25	32
25	32
25	33
25	33
25	36
25	36
25	36
25	38
25	38
25	39
25	40
25	40
25	41
25	43
25	45
25	46
25	46
25	47
25	47
25	48
25	49
25	49
25	51
25	51
25	54
25	54
25	55
25	55
25	55
25	55
25	55
25	55
25	55
25	55
25	56
25	56
25	57
25	57
25	57
25	58
25	59
25	59
25	61
25	61
25	61
25	63
25	65
25	65
25	65
25	67
25	67
25	67
25	69
25	69
25	69
25	69
25	69
25	74
25	74
25	76
25	80
25	80
25	81
25	82
25	83
25	85
25	85
25	86
25	86
25	86
25	87
25	87
25	87
25	90
25	92
25	92
25	93
25	94
25	95
25	96
25	97
25	98
25	98
25	103
25	105
25	106
25	108
25	110
25	110
25	111
26	1
26	8
26	9
26	12
26	12
26	12
26	14
26	15
26	17
26	17
26	18
26	18
26	18
26	18
26	18
26	19
26	19
26	21
26	23
26	23
26	24
26	25
26	25
26	26
26	26
26	26
26	26
26	26
26	26
26	26
26	26
26	26
26	26
26	27
26	27
26	27
26	27
26	28
26	29
26	29
26	30
26	31
26	31
26	31
26	31
26	31
26	32
26	33
26	33
26	33
26	33
26	33
26	34
26	35
26	36
26	36
26	36
26	36
26	38
26	39
26	39
26	40
26	41
26	41
26	41
26	41
26	41
26	41
26	41
26	41
26	41
26	42
26	43
26	45
26	45
26	46
26	46
26	47
26	49
26	49
26	49
26	49
26	49
26	53
26	53
26	53
26	53
26	53
26	53
26	54
26	54
26	54
26	54
26	54
26	54
26	55
26	56
26	57
26	58
26	58
26	58
26	59
26	59
26	62
26	62
26	62
26	62
26	62
26	62
26	62
26	62
26	62
26	63
26	64
26	64
26	65
26	65
26	65
26	68
26	68
26	68
26	69
26	69
26	69
26	70
26	70
26	70
26	70
26	70
26	71
26	71
26	71
26	71
26	71
26	71
26	72
26	73
26	73
26	73
26	74
26	74
26	74
26	75
26	75
26	76
26	77
26	77
26	77
26	78
26	78
26	78
26	79
26	79
26	80
26	80
26	81
26	81
26	83
26	83
26	83
26	83
26	83
26	83
26	85
26	85
26	86
26	87
26	87
26	87
26	90
26	90
26	91
26	92
26	92
26	92
26	92
26	92
26	92
26	93
26	94
26	94
26	94
26	94
26	98
26	99
26	99
26	99
26	100
26	102
26	102
26	102
26	102
26	102
26	103
26	104
26	104
26	104
26	105
26	105
26	106
26	107
26	107
26	110
26	110
26	110
26	110
26	110
26	110
26	111
26	111
27	3
27	3
27	6
27	8
27	13
27	16
27	16
27	16
27	16
27	19
27	20
27	23
27	25
27	25
27	27
27	27
27	28
27	30
27	30
27	31
27	31
27	31
27	31
27	31
27	32
27	33
27	33
27	33
27	33
27	36
27	39
27	39
27	39
27	39
27	40
27	41
27	43
27	44
27	46
27	46
27	47
27	47
27	47
27	52
27	53
27	54
27	54
27	55
27	55
27	55
27	57
27	59
27	59
27	60
27	61
27	64
27	66
27	66
27	69
27	70
27	74
27	74
27	74
27	76
27	77
27	78
27	78
27	79
27	81
27	81
27	81
27	82
27	82
27	83
27	83
27	86
27	87
27	88
27	89
27	90
27	91
27	97
27	97
27	98
27	98
27	99
27	104
27	105
27	111
27	111
27	112
28	2
28	4
28	6
28	7
28	8
28	9
28	9
28	12
28	13
28	18
28	18
28	20
28	21
28	21
28	21
28	23
28	23
28	23
28	25
28	26
28	26
28	26
28	26
28	27
28	27
28	28
28	28
28	28
28	28
28	28
28	31
28	31
28	32
28	32
28	32
28	34
28	34
28	34
28	36
28	40
28	40
28	42
28	43
28	43
28	43
28	44
28	44
28	44
28	44
28	44
28	44
28	45
28	45
28	45
28	45
28	47
28	49
28	49
28	51
28	51
28	53
28	53
28	53
28	55
28	55
28	56
28	56
28	57
28	57
28	57
28	57
28	59
28	59
28	59
28	59
28	60
28	61
28	62
28	62
28	62
28	62
28	63
28	64
28	64
28	66
28	66
28	68
28	68
28	69
28	69
28	69
28	69
28	71
28	71
28	72
28	72
28	72
28	73
28	73
28	74
28	74
28	74
28	76
28	77
28	78
28	81
28	82
28	83
28	83
28	83
28	83
28	83
28	83
28	84
28	84
28	85
28	85
28	85
28	86
28	87
28	87
28	87
28	87
28	89
28	90
28	90
28	90
28	92
28	92
28	93
28	96
28	97
28	97
28	97
28	98
28	98
28	99
28	100
28	102
28	104
28	104
28	106
28	106
28	108
28	112
29	2
29	4
29	6
29	10
29	10
29	13
29	15
29	16
29	16
29	18
29	20
29	23
29	26
29	26
29	28
29	28
29	29
29	29
29	29
29	31
29	32
29	32
29	33
29	33
29	34
29	34
29	34
29	34
29	34
29	36
29	36
29	38
29	38
29	38
29	39
29	39
29	39
29	40
29	41
29	42
29	42
29	43
29	46
29	48
29	49
29	49
29	51
29	51
29	52
29	53
29	55
29	55
29	59
29	60
29	64
29	72
29	74
29	78
29	82
29	84
29	86
29	87
29	90
29	92
29	92
29	92
29	92
29	92
29	92
29	92
29	92
29	93
29	94
29	94
29	94
29	95
29	98
29	106
29	106
29	108
29	108
29	111
30	6
30	8
30	8
30	9
30	11
30	12
30	14
30	15
30	17
30	17
30	17
30	21
30	22
30	23
30	23
30	25
30	26
30	27
30	27
30	28
30	29
30	30
30	30
30	30
30	31
30	32
30	32
30	32
30	34
30	36
30	36
30	36
30	37
30	37
30	39
30	42
30	44
30	44
30	45
30	48
30	49
30	51
30	53
30	54
30	55
30	56
30	59
30	59
30	59
30	61
30	62
30	63
30	64
30	66
30	66
30	66
30	68
30	69
30	70
30	71
30	72
30	72
30	73
30	73
30	73
30	75
30	77
30	78
30	78
30	78
30	79
30	82
30	82
30	82
30	83
30	83
30	85
30	86
30	86
30	86
30	86
30	87
30	87
30	87
30	90
30	90
30	93
30	93
30	94
30	97
30	97
30	99
30	99
30	99
30	100
30	100
30	100
30	105
30	106
30	107
31	6
31	8
31	12
31	14
31	15
31	16
31	17
31	18
31	21
31	23
31	23
31	24
31	25
31	25
31	26
31	26
31	26
31	27
31	29
31	29
31	29
31	29
31	30
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	31
31	32
31	32
31	32
31	32
31	32
31	34
31	34
31	36
31	39
31	40
31	40
31	42
31	43
31	45
31	45
31	45
31	45
31	46
31	46
31	49
31	50
31	50
31	51
31	51
31	53
31	53
31	53
31	53
31	55
31	55
31	55
31	55
31	56
31	56
31	57
31	57
31	57
31	58
31	60
31	61
31	61
31	61
31	61
31	61
31	61
31	61
31	61
31	62
31	62
31	63
31	63
31	64
31	64
31	64
31	65
31	66
31	66
31	66
31	66
31	67
31	67
31	67
31	69
31	69
31	69
31	69
31	70
31	71
31	72
31	73
31	74
31	74
31	74
31	75
31	76
31	76
31	77
31	77
31	77
31	78
31	79
31	80
31	82
31	83
31	85
31	85
31	85
31	85
31	86
31	86
31	87
31	88
31	88
31	88
31	90
31	92
31	92
31	92
31	92
31	92
31	92
31	92
31	93
31	94
31	97
31	98
31	98
31	98
31	98
31	98
31	99
31	99
31	99
31	99
31	99
31	99
31	99
31	99
31	99
31	100
31	101
31	102
31	103
31	104
31	104
31	104
31	104
31	105
31	107
31	110
31	110
31	110
31	110
31	111
31	112
31	112
31	112
32	8
32	9
32	9
32	14
32	16
32	17
32	20
32	20
32	21
32	21
32	21
32	21
32	21
32	22
32	23
32	25
32	26
32	26
32	26
32	28
32	29
32	30
32	30
32	31
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	32
32	36
32	36
32	37
32	39
32	41
32	41
32	42
32	43
32	43
32	44
32	45
32	49
32	49
32	49
32	51
32	53
32	53
32	53
32	53
32	53
32	53
32	53
32	53
32	53
32	54
32	54
32	54
32	54
32	55
32	55
32	55
32	56
32	56
32	56
32	57
32	58
32	58
32	61
32	61
32	62
32	63
32	63
32	65
32	66
32	66
32	66
32	66
32	67
32	67
32	67
32	67
32	69
32	69
32	69
32	70
32	71
32	71
32	72
32	72
32	72
32	73
32	73
32	73
32	73
32	74
32	74
32	75
32	75
32	75
32	77
32	77
32	78
32	79
32	79
32	80
32	80
32	81
32	83
32	83
32	84
32	84
32	85
32	86
32	86
32	86
32	88
32	88
32	88
32	89
32	90
32	91
32	91
32	91
32	91
32	92
32	93
32	93
32	95
32	95
32	95
32	97
32	97
32	98
32	98
32	98
32	98
32	98
32	99
32	99
32	99
32	101
32	101
32	102
32	102
32	104
32	105
32	105
32	106
32	108
32	110
32	110
32	111
32	111
32	111
32	111
32	111
33	5
33	6
33	6
33	8
33	13
33	13
33	14
33	16
33	20
33	22
33	22
33	23
33	25
33	28
33	30
33	30
33	32
33	33
33	33
33	33
33	42
33	42
33	42
33	42
33	42
33	44
33	46
33	46
33	54
33	55
33	59
33	60
33	60
33	61
33	62
33	63
33	67
33	67
33	69
33	69
33	74
33	75
33	75
33	79
33	81
33	81
33	82
33	83
33	84
33	85
33	86
33	87
33	87
33	95
33	99
34	21
34	26
34	26
34	26
34	31
34	31
34	31
34	39
34	44
34	44
34	45
34	49
34	50
34	51
34	51
34	55
34	55
34	55
34	55
34	55
34	57
34	59
34	59
34	63
34	67
34	70
34	73
34	75
34	79
34	81
34	81
34	90
34	95
34	95
34	99
34	99
34	99
34	102
34	103
34	104
34	104
34	105
34	105
34	106
34	106
34	106
34	106
34	106
34	106
34	107
34	108
34	108
34	109
35	2
35	9
35	13
35	16
35	19
35	19
35	26
35	29
35	36
35	38
35	44
35	45
35	55
35	65
35	66
35	69
35	70
35	71
35	77
35	92
35	93
35	94
35	99
35	100
35	102
35	105
35	105
35	109
35	110
36	3
36	5
36	6
36	8
36	12
36	14
36	18
36	21
36	23
36	23
36	24
36	24
36	25
36	26
36	28
36	30
36	31
36	31
36	31
36	31
36	36
36	36
36	36
36	37
36	39
36	45
36	45
36	45
36	45
36	46
36	47
36	49
36	49
36	51
36	53
36	53
36	53
36	54
36	55
36	57
36	57
36	57
36	59
36	62
36	63
36	65
36	66
36	67
36	72
36	73
36	74
36	75
36	75
36	78
36	79
36	79
36	80
36	80
36	81
36	82
36	84
36	90
36	92
36	92
36	92
36	94
36	94
36	95
36	97
36	98
36	99
36	101
36	102
36	104
36	106
36	110
36	111
36	111
37	22
37	23
37	28
37	33
37	36
37	39
37	50
37	56
37	57
37	60
37	61
37	75
37	75
37	76
37	77
37	77
37	77
37	79
37	85
37	92
37	92
37	92
37	92
37	92
37	92
37	92
37	93
37	95
37	95
37	95
37	95
37	102
37	102
37	102
37	105
37	110
38	5
38	28
38	28
38	29
38	30
38	36
38	37
38	38
38	45
38	49
38	59
38	64
38	65
38	66
38	66
38	72
38	73
38	74
38	75
38	78
38	81
38	92
38	93
38	94
38	95
38	95
38	95
38	97
38	99
38	99
38	106
38	107
39	1
39	9
39	10
39	13
39	14
39	17
39	18
39	18
39	23
39	26
39	26
39	29
39	35
39	35
39	36
39	38
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	39
39	40
39	40
39	42
39	43
39	45
39	46
39	46
39	49
39	53
39	53
39	53
39	60
39	62
39	62
39	62
39	63
39	68
39	69
39	70
39	71
39	72
39	72
39	72
39	76
39	77
39	87
39	87
39	92
39	93
39	94
39	94
39	96
39	97
39	97
39	104
39	105
39	105
39	105
39	105
39	105
39	105
39	105
39	105
39	105
39	105
39	106
39	106
39	106
39	107
39	108
39	108
39	108
39	110
40	5
40	6
40	9
40	12
40	18
40	30
40	30
40	31
40	31
40	31
40	32
40	36
40	39
40	40
40	43
40	47
40	51
40	51
40	52
40	53
40	53
40	55
40	58
40	59
40	59
40	59
40	59
40	63
40	63
40	65
40	69
40	72
40	73
40	73
40	74
40	74
40	75
40	76
40	76
40	76
40	78
40	78
40	78
40	78
40	85
40	88
40	94
40	97
40	97
40	99
40	99
40	101
40	101
40	101
41	17
41	25
41	26
41	31
41	40
41	40
41	40
41	41
41	41
41	43
41	44
41	45
41	45
41	73
41	74
41	76
41	77
41	77
41	78
41	78
41	81
41	85
41	94
41	95
41	97
41	98
42	12
42	18
42	19
42	34
42	42
42	42
42	42
42	43
42	45
42	49
42	49
42	55
42	57
42	68
42	69
42	69
42	70
42	73
42	74
42	86
42	90
42	90
42	90
42	92
42	97
42	98
42	99
42	100
42	101
42	104
42	104
42	104
42	107
42	107
43	3
43	8
43	17
43	17
43	18
43	20
43	21
43	26
43	31
43	42
43	42
43	42
43	43
43	43
43	43
43	43
43	43
43	47
43	53
43	59
43	60
43	60
43	60
43	60
43	63
43	63
43	73
43	93
43	97
43	97
43	97
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	99
43	104
43	104
43	104
43	104
43	104
43	109
44	23
44	32
44	32
44	32
44	35
44	39
44	43
44	44
44	44
44	44
44	44
44	44
44	44
44	44
44	44
44	45
44	53
44	54
44	55
44	55
44	58
44	59
44	59
44	59
44	60
44	60
44	63
44	67
44	75
44	75
44	87
44	89
44	90
44	91
44	94
44	97
44	97
44	97
44	97
44	99
44	99
44	99
44	99
44	99
44	100
44	104
44	104
44	104
44	104
44	109
44	111
44	111
44	112
44	112
45	8
45	12
45	14
45	18
45	23
45	25
45	26
45	28
45	31
45	31
45	31
45	31
45	31
45	36
45	36
45	41
45	44
45	45
45	45
45	45
45	46
45	49
45	49
45	49
45	53
45	53
45	53
45	53
45	54
45	54
45	55
45	55
45	55
45	56
45	56
45	57
45	58
45	60
45	60
45	62
45	62
45	62
45	62
45	64
45	64
45	66
45	66
45	66
45	66
45	66
45	66
45	66
45	66
45	67
45	67
45	67
45	69
45	69
45	69
45	71
45	73
45	74
45	74
45	74
45	74
45	74
45	75
45	75
45	75
45	75
45	75
45	75
45	75
45	81
45	81
45	83
45	84
45	84
45	84
45	84
45	84
45	84
45	85
45	85
45	86
45	86
45	87
45	89
45	92
45	92
45	92
45	92
45	95
45	96
45	96
45	98
45	98
45	99
45	99
45	99
45	99
45	102
45	102
45	102
45	103
45	103
45	103
45	103
45	104
45	104
45	105
45	110
45	110
45	110
45	110
45	110
45	110
45	110
45	110
45	111
45	111
45	111
46	14
46	20
46	24
46	25
46	25
46	25
46	25
46	26
46	27
46	32
46	33
46	33
46	46
46	49
46	49
46	49
46	54
46	55
46	60
46	67
46	82
46	84
46	92
46	94
46	101
47	1
47	5
47	17
47	24
47	26
47	28
47	36
47	38
47	38
47	39
47	43
47	47
47	47
47	47
47	47
47	47
47	47
47	47
47	47
47	49
47	68
47	71
47	73
47	73
47	75
47	76
47	78
47	78
47	82
47	82
47	83
47	85
47	86
47	90
47	90
47	97
47	99
47	99
47	99
47	99
47	101
47	101
47	105
48	36
48	44
48	44
48	48
48	69
48	69
48	99
49	17
49	20
49	27
49	28
49	31
49	32
49	32
49	34
49	45
49	46
49	49
49	49
49	49
49	53
49	53
49	54
49	54
49	54
49	55
49	55
49	55
49	55
49	56
49	56
49	56
49	56
49	56
49	56
49	57
49	57
49	58
49	60
49	62
49	65
49	65
49	65
49	65
49	66
49	66
49	66
49	67
49	67
49	67
49	67
49	67
49	69
49	71
49	71
49	73
49	73
49	74
49	75
49	77
49	78
49	78
49	78
49	80
49	80
49	80
49	80
49	83
49	84
49	84
49	84
49	84
49	84
49	84
49	85
49	88
49	89
49	90
49	92
49	92
49	92
49	92
49	98
49	98
49	98
49	99
49	100
49	102
49	102
49	105
49	106
49	106
49	107
49	107
49	107
49	109
49	110
49	110
49	110
50	31
50	35
50	50
50	54
50	63
50	74
50	78
50	85
50	86
50	110
50	110
51	27
51	30
51	32
51	36
51	40
51	44
51	49
51	51
51	51
51	53
51	60
51	60
51	60
51	62
51	65
51	66
51	67
51	67
51	72
51	76
51	79
51	85
51	85
51	88
51	89
51	89
51	90
51	97
51	99
51	101
51	101
51	104
51	106
51	106
51	107
51	108
51	112
52	25
52	39
52	62
52	72
52	89
52	105
52	105
52	105
52	105
52	105
53	2
53	15
53	15
53	17
53	22
53	26
53	28
53	28
53	32
53	33
53	36
53	39
53	45
53	45
53	45
53	45
53	45
53	45
53	45
53	49
53	49
53	53
53	53
53	53
53	53
53	54
53	54
53	55
53	58
53	60
53	61
53	62
53	62
53	62
53	62
53	64
53	66
53	67
53	67
53	67
53	69
53	69
53	71
53	71
53	71
53	72
53	72
53	74
53	74
53	75
53	77
53	77
53	80
53	81
53	83
53	85
53	86
53	86
53	86
53	86
53	86
53	86
53	87
53	87
53	92
53	95
53	95
53	95
53	97
53	98
53	99
53	101
53	102
53	102
53	103
53	103
53	107
53	108
53	108
53	108
53	108
53	108
53	110
53	111
53	112
54	23
54	27
54	31
54	32
54	32
54	34
54	45
54	45
54	45
54	47
54	49
54	55
54	56
54	57
54	57
54	61
54	64
54	65
54	66
54	67
54	69
54	69
54	72
54	72
54	72
54	73
54	74
54	77
54	79
54	82
54	82
54	83
54	84
54	84
54	86
54	87
54	88
54	88
54	92
54	93
54	95
54	96
54	97
54	97
54	97
54	97
54	97
54	98
54	98
54	101
54	108
54	109
54	110
